User-ID;Location;Age
5257;manila, manila, philippines;26.0
5258;barcelona, barcelona, spain;26.0
5259;tehran, tehran, iran;34.0
5260;berlin, berlin, germany;20.0
5261;chakwal, punjab, pakistan;19.0
5262;"&#304;zmir, n/a, turkey";27.0
5266;waynesville, north carolina, usa;23.0
5269;bamako, baden-wuerttemberg, mali;32.0
5270;cambridge, waikato, new zealand;40.0
5272;manassas, virginia, usa;29.0
5274;s.giovanni in persiceto, emilia romagna, italy;34.0
5277;bangsar, kuala lumpur, malaysia;26.0
5278;neoga, illinois, usa;50.0
5279;nunica, michigan, usa;16.0
5280;rome, lazio, italy;29.0
5283;london, n/a, united kingdom;52.0
5284;wilmington, north carolina, usa;27.0
5285;atascadero, california, usa;38.0
5286;dallas, texas, usa;18.0
5287;ottawa, ontario, canada;22.0
5288;hockessin, delaware, usa;31.0
5291;jerez, cádiz, spain;24.0
5292;lahore, punjab, pakistan;23.0
5293;cambridge, england, united kingdom;34.0
5294;montreal, quebec, canada;22.0
5296;brooklyn, new york, usa;34.0
5298;tehran, nebraska, iran;28.0
5299;ottawa, ontario, canada;56.0
5301;kawit, cavite, philippines;18.0
5302;tehran, tehran, iran;26.0
5303;weybridge, england, united kingdom;26.0
5304;southampton, england, united kingdom;29.0
5305;dublin, n/a, ireland;28.0
5306;dunedin, n/a, new zealand;24.0
5307;nottingham, england, united kingdom;42.0
5309;barcelona, barcelona, spain;28.0
5311;torino, piemonte, italy;34.0
5312;upper caboolture, queensland, australia;24.0
5315;manchester, greater manchester, united kingdom;27.0
5321;banská bystrica, n/a, slovakia;24.0
5322;madrid, madrid, spain;49.0
5324;guildford, surrey, united kingdom;31.0
5327;goolwa, south australia, australia;28.0
5329;perth, western australia, australia;35.0
5331;hull, england, united kingdom;26.0
5332;wakeman, ohio, usa;50.0
5333;rotterdam, rotterdam, netherlands;49.0
5334;melbourne, victoria, australia;25.0
5335;sydney, new south wales, australia;15.0
5336;manchester, northwest territories, united kingdom;23.0
5340;portland, maine, usa;59.0
5342;aloha, oregon, usa;17.0
5344;edinboro, pennsylvania, usa;44.0
5345;madrid san fernando de henares, n/a, spain;27.0
5347;burnaby, british columbia, canada;24.0
5348;n/a, n/a, ireland;37.0
5350;köln, nordrhein-westfalen, germany;20.0
5351;new plymouth, taranaki, new zealand;74.0
5353;esslingen, baden wuerttenberg, germany;48.0
5354;bristol, england, united kingdom;22.0
5356;barcelona, barcelona, spain;34.0
5357;grain valley, missouri, usa;20.0
5358;richardson, texas, usa;52.0
5359;farmington, connecticut, usa;55.0
5361;three rivers, michigan, usa;72.0
5362;viterbo, lazio, italy;39.0
5363;london, england, united kingdom;26.0
5364;köln, berlin, germany;24.0
5365;andalo, trentino alto adige, italy;22.0
5366;barcelona, cataluña, spain;37.0
5369;vineland, new jersey, usa;19.0
5370;rushville, nebraska, usa;44.0
5372;condon, oregon, usa;68.0
5373;trieste, friuli venezia giulia, italy;45.0
5375;placerville, california, usa;47.0
5376;portland, maine, usa;41.0
5377;london, england, united kingdom;25.0
5378;rancho palos verdes, california, usa;52.0
5380;beijing, n/a, china;29.0
5381;milano, lombardia, italy;29.0
5382;wethersfield, connecticut, usa;48.0
5383;jiangmen, guangdong, china;22.0
5385;loomis, california, usa;30.0
5386;torino, ,;22.0
5387;leiria, tasmania, portugal;22.0
5388;los angeles, california, usa;40.0
5389;queensbury, new york, usa;54.0
5391;sacramento, california, usa;56.0
5394;great bend, kansas, usa;66.0
5395;paris, ile-de-france, france;22.0
5396;guangzhou, n/a, china;32.0
5397;rotterdam, zuid holland, netherlands;37.0
5399;roma, lazio, italy;29.0
5400;sondrio, lombardia, italy;26.0
5401;adelaide, south australia, australia;33.0
5404;lisboa, n/a, portugal;43.0
5406;chrsitchurch, canterbury, new zealand;57.0
5407;vegadeo, asturias, spain;21.0
5408;bilbao, vizcaya, spain;22.0
5410;melrose, new york, usa;66.0
5411;neuilly/seine, n /a, france;32.0
5412;sibiu, n/a, romania;22.0
5413;ranfurly,, central otago, new zealand;54.0
5415;minneapolis, minnesota, usa;32.0
5418;elvas, elvas, portugal;26.0
5420;"aachen, \n/a\"", germany""";34.0
5422;davie, florida, usa;16.0
5423;croydon, england, united kingdom;26.0
5426;greensboro, north carolina, usa;32.0
5427;leicestershire, florida, united kingdom;11.0
5429;sacramento, california, usa;51.0
5430;fruitland, iowa, usa;47.0
5432;melbourne, victoria, australia;21.0
5434;nanchang, jiangxi, china;22.0
5436;coventry, england, united kingdom;33.0
5437;essen, nordrhein-westfalen, germany;30.0
5439;houston, texas, usa;66.0
5441;south royalton, vermont, usa;65.0
5442;blanes, girona, spain;34.0
5447;padova, veneto, italy;26.0
5448;pine bush, new york, usa;14.0
5449;madrid, n/a, spain;43.0
5450;tehran, n/a, iran;21.0
5451;murphysboro, illinois, usa;24.0
5452;reseda, california, usa;26.0
5454;sydney, new south wales,;18.0
5455;avilés, asturias, spain;22.0
5456;barcelona, catalunya, spain;29.0
5457;scranton, pennsylvania, usa;15.0
5461;silverhill, alabama, usa;14.0
5463;madrid, madrid, spain;31.0
5464;dortmund, nordrhein-westfalen, germany;24.0
5466;lawrenceville, georgia, usa;44.0
5468;no comment, wisconsin, usa;15.0
5469;savannah, georgia, usa;26.0
5470;buffalo, new york, usa;17.0
5471;barcelona, catalunya, spain;60.0
5473;santiago, galicia, spain;32.0
5475;portland, oregon, usa;24.0
5478;jonesboro, arkansas, usa;27.0
5479;statesboro, georgia, usa;27.0
5480;diamond bar, california, usa;36.0
5481;leinì, piemonte, italy;22.0
5483;bayan lepas, penang, malaysia;20.0
5484;viimsi, n/a, estonia;23.0
5489;christchurch, canterbury, new zealand;60.0
5490;lake charles, louisiana, usa;33.0
5491;espagnac ste eulalie, lot, france;52.0
5492;pittsburgh, pennsylvania, usa;48.0
5493;prague, prague, czech republic;8.0
5494;oxford, england, united kingdom;25.0
5496;belmont, massachusetts, usa;42.0
5499;lakeland, tennessee,;60.0
5500;buenos aires, buenos aires, argentina;26.0
5502;bloomington, indiana, usa;0.0
5503;shah alam, selangor, malaysia;22.0
5506;cortlandt manor, new york, usa;19.0
5508;herkimer, new york, usa;15.0
5510;roma, roma, italy;30.0
5511;nizza monferrato, piemonte, italy;40.0
5512;sevilla, sevilla, spain;29.0
5513;salamanca, salamanca, spain;17.0
5515;huelva, n/a, spain;22.0
5516;lillehammer, oppland, norway;29.0
5517;milwaukee, wisconsin, usa;53.0
5519;genova, italy, italy;28.0
5523;tunbridge wells, england, united kingdom;29.0
5524;pforzheim, baden-wuerttemberg, germany;35.0
5525;barcelona, barcelona, spain;30.0
5526;dale city, virginia, usa;49.0
5529;milwaukee, wisconsin, usa;19.0
5530;charlotte, north carolina, usa;45.0
5534;mississauga, ontario, canada;59.0
5535;bruxelles, bruxelles-capitale, belgium;22.0
5538;malden, massachusetts, usa;32.0
5539;austin, texas, usa;32.0
5540;york, england, united kingdom;23.0
5541;williamstown, massachusetts, usa;46.0
5542;flushing, new york, usa;26.0
5543;cumberland, maryland, usa;29.0
5544;madrid, madrid, spain;41.0
5545;santiago de compostela, galicia, spain;17.0
5549;mianwali, punjab, pakistan;28.0
5550;warrnambool, victoria, australia;39.0
5552;santiago de compostela, galicia, spain;30.0
5553;london, england, united kingdom;23.0
5554;cedar park, texas, usa;29.0
5556;mannheim, baden-wuerttemberg, germany;25.0
5559;lakeland, florida, usa;37.0
5560;sevilla, sevilla, spain;52.0
5561;lindenwold, new jersey, usa;24.0
5562;london, n/a, united kingdom;26.0
5563;leganes, madrid, spain;25.0
5564;christchurch, canterbury, new zealand;44.0
5565;lavington, new south wales, australia;37.0
5566;heidelberg, baden-wuerttemberg, germany;20.0
5567;baghdad, rhode island, iraq;28.0
5568;detroit, michigan, usa;28.0
5570;jhang, punjab, pakistan;0.0
5571;baton rouge, louisiana, usa;24.0
5572;valladolid, valladolid, spain;30.0
5573;denver, colorado, usa;18.0
5574;london, england, united kingdom;63.0
5576;halifax, nova scotia, canada;23.0
5577;maitland, florida, usa;62.0
5579;london, england, united kingdom;28.0
5581;newtown, new south wales, australia;22.0
5582;seattle, washington, usa;26.0
5583;marburg, hessen, germany;20.0
5585;arlington, virginia, usa;39.0
5586;herent, n/a, belgium;27.0
5589;craiova, dolj, romania;15.0
5591;webster, florida, usa;58.0
5592;brighton, england, united kingdom;39.0
5593;lisboa, lisboa, portugal;32.0
5594;anna, illinois,;18.0
5596;brisbane, queensland, australia;41.0
5597;ajax, ontario, canada;25.0
5598;ryde, isle of wight, united kingdom;26.0
5599;edinburgh, ,;38.0
5601;bogota, london, united kingdom;28.0
5602;tehran, tehran, iran;20.0
5603;north hollywood, california, usa;7.0
5604;hattenhofen, bayern, germany;48.0
5605;dania beach, florida, usa;36.0
5609;oradea, bihor, romania;25.0
5611;kuala lumpur, federal territory, malaysia;27.0
5612;são paulo, são paulo, brazil;25.0
5613;stockton, california, usa;42.0
5616;branford, connecticut, usa;40.0
5617;milano, ,;29.0
5619;paris, n/a, france;52.0
5620;paris, n/a, france;26.0
5621;leipzig, sachsen, germany;40.0
5622;são paulo, são paulo, brazil;19.0
5623;toulouse, n/a, france;23.0
5624;wuxi, jiangsu province, china;23.0
5627;san jose, california, usa;22.0
5628;elche, alicante, spain;24.0
5630;milano, lombardia, italy;29.0
5632;oradea, romania, romania;31.0
5633;limoges, limousin, france;31.0
5634;logroño, la rioja, spain;25.0
5635;new york, new york, usa;26.0
5637;gold coast, queensland, australia;24.0
5639;roma, lazio, italy;34.0
5640;tijuana, baja california, mexico;42.0
5641;sevilla, andalucia, spain;34.0
5642;mexico, city, mexico, city, mexico;54.0
5643;arezzo, toscana, italy;21.0
5644;paris, ile de france, france;23.0
5645;valencia, valencia, spain;28.0
5648;melbourne, victoria, australia;20.0
5650;rome, , italy;47.0
5651;worcester, massachusetts, usa;64.0
5653;sydney, new south wales, australia;13.0
5654;málaga, andalucía, spain;28.0
5655;adelaide, south australia, australia;53.0
5656;jhang sadar, punjab, pakistan;18.0
5657;tehran, tehran, iran;39.0
5658;tehran, iran, iran;35.0
5659;tehran, iran, iran;36.0
5661;tehran, ostane tehran, iran;25.0
5663;tehran, n/a, iran;22.0
5664;magreta (mo), emilia romagna, italy;26.0
5665;orlando, florida, usa;40.0
5668;grand island, nebraska, usa;40.0
5670;paris, 9eme arrond., france;38.0
5672;angoulême, charente, france;21.0
5674;jackson, new jersey, usa;15.0
5675;radebeul, sachsen, germany;22.0
5679;madrid, madrid, spain;41.0
5681;odivelas, lisbon, portugal;22.0
5682;moaña, galicia, spain;21.0
5683;lancaster, pennsylvania, usa;16.0
5685;scarborough, ontario, canada;15.0
5686;brookline, massachusetts, usa;30.0
5688;albany, georgia, usa;39.0
5689;stourbridge, england, united kingdom;34.0
5690;wien, vienna, austria;24.0
5691;houston, texas, usa;58.0
5694;lake forest, california, usa;43.0
5696;mexico, n/a, mexico;23.0
5699;marietta, georgia, usa;24.0
5701;canberra, australian capital territory, australia;46.0
5702;sydney, new south wales, australia;14.0
5704;mapleton, queensland, australia;45.0
5707;seascale, england, united kingdom;43.0
5709;bayan lepas, penang, malaysia;15.0
5710;austin, texas, usa;28.0
5713;old greenwich, connecticut, usa;41.0
5714;concord, new hampshire, usa;56.0
5716;kent, england, united kingdom;42.0
5717;succasunna, new jersey, usa;40.0
5718;wallarobba, new south wales, australia;17.0
5719;cortlandt manor, new york, usa;50.0
5720;cortlandt manor, new york, usa;50.0
5722;providence, rhode island, usa;23.0
5723;white plains, new york, usa;35.0
5724;boston, massachusetts, usa;24.0
5726;sheffield, derbyshire, united kingdom;57.0
5728;cullowhee, north carolina, usa;22.0
5729;glagow, scotland, united kingdom;22.0
5730;ottawa, ontario, canada;20.0
5731;carrollton, texas, usa;23.0
5732;gillingham, england, united kingdom;33.0
5734;crediton, emilia romagna, united kingdom;44.0
5735;valparaiso, indiana, usa;30.0
5737;newcastle, washington, usa;44.0
5741;redlands, california, usa;20.0
5742;portland, maine, usa;40.0
5743;scottsdale, arizona, usa;43.0
5747;miranda de ebro, burgos, spain;16.0
5748;miranda de ebro, burgos, spain;16.0
5749;barcelona, catalunya, spain;18.0
5751;brisbane, queensland, australia;22.0
5752;nottingham, n/a, united kingdom;26.0
5753;chicago, illinois, usa;25.0
5754;waitara, taranaki, new zealand;22.0
5755;gland, vaud, switzerland;58.0
5756;welshpool, west australia, australia;36.0
5757;zarautz, gipuzkoa, spain;37.0
5758;belfast, northern ireland, united kingdom;47.0
5759;santa cruz, california, usa;41.0
5760;springfield, ,;19.0
5762;warsaw, n/a, poland;31.0
5763;london, s e england, united kingdom;40.0
5765;vilanova i la geltrú, catalunya, spain;16.0
5766;powder springs, georgia, usa;40.0
5769;christchurch, canterbury,;25.0
5770;london, england, united kingdom;37.0
5771;torino, piemonte, italy;49.0
5773;san lorenzo, california, usa;51.0
5774;dallas, texas, usa;32.0
5775;melbourne, florida, usa;34.0
5776;hayward, california, usa;26.0
5777;the san francisco bay area, california, usa;2.0
5778;new york, new york, usa;21.0
5779;milano, lombardia, italy;33.0
5780;bilbao, spain/basque country, spain;29.0
5782;stillwater, minnesota, usa;62.0
5783;fullerton, california, usa;32.0
5784;halifax, nova scotia, canada;60.0
5785;starkville, mississippi, usa;32.0
5787;murfreesboro, tennessee, usa;35.0
5788;crewe, england, united kingdom;30.0
5790;middlesbrough, england, united kingdom;34.0
5792;toronto, ontario,;16.0
5793;kingston, ontario, canada;27.0
5794;toronto, ontario, canada;19.0
5796;sainte genevieve des bois, ile de france, france;32.0
5797;madison, wisconsin, usa;77.0
5798;halifax, nova scotia, canada;26.0
5799;madrid, madrid, spain;38.0
5800;west linn, oregon, usa;15.0
5801;kingston, ontario, canada;14.0
5802;nanuet, new york, usa;23.0
5803;mainz, rheinland-pfalz, germany;35.0
5808;san mateo, california, usa;30.0
5810;santa monica, california, usa;23.0
5812;courtenay, british columbia, canada;52.0
5813;fruitland park, florida, usa;32.0
5814;willmar, minnesota, usa;60.0
5816;rennes, bretagne, france;19.0
5818;miami beach, florida, usa;30.0
5819;lleida, catalonia, spain;32.0
5820;bismarck, north dakota, usa;12.0
5821;bilbao, bizkaia, spain;36.0
5822;valladolid, castilla y león, spain;29.0
5823;baton rouge, louisiana, usa;57.0
5824;auckland, n/a, new zealand;41.0
5827;mannheim, baden-wuerttemberg, germany;35.0
5828;west orange, new jersey, usa;33.0
5829;dortmund, nordrhein-westfalen, germany;36.0
5830;sacramento, california, usa;19.0
5831;apple valley, minnesota, usa;43.0
5832;kigali, n/a, rwanda;56.0
5834;aachen, nordrhein-westfalen, germany;26.0
5836;lisbon, estremadura, portugal;21.0
5838;wroc³aw, n/a, poland;19.0
5839;guimarães, basilicata, portugal;34.0
5840;936 southard street, new jersey, usa;20.0
5842;padova, veneto, italy;43.0
5843;glenwood, illinois, usa;20.0
5844;kuala lumpur, wilayah persekutuan, malaysia;29.0
5845;vale da serra, santarém, portugal;22.0
5846;dunedin, n/a, new zealand;24.0
5847;lexington, massachusetts, usa;20.0
5848;mengibar, jaen, spain;25.0
5849;weimar, thueringen, germany;42.0
5851;cologne, nordrhein-westfalen, germany;27.0
5852;mainz, rheinland-pfalz, germany;66.0
5853;lasarte, gipuzkoa, spain;19.0
5858;rio de janeiro, rio de janeiro, brazil;42.0
5860;sparta, illinois, usa;41.0
5861;rowland heights, california, usa;17.0
5862;sydney, new south wales, australia;16.0
5863;josep[hine, pennsylvania, usa;19.0
5864;cedar rapids, iowa, usa;41.0
5865;manchester, connecticut, usa;35.0
5867;new orleans, louisiana, usa;24.0
5868;lacey, washington, usa;47.0
5870;columbus, ohio, usa;37.0
5871;cahokia, illinois, usa;53.0
5872;paris, n/a, france;26.0
5875;harrisburg, pennsylvania, usa;15.0
5876;plainfield, illinois, usa;17.0
5877;west paterson, new jersey, usa;18.0
5879;atlanta, georgia, usa;15.0
5880;atlanta, georgia, usa;15.0
5881;seymour, connecticut, usa;19.0
5884;harlingen, texas, usa;38.0
5885;geelong, victoria, australia;54.0
5887;guatemala, guatemala, guatemala;21.0
5890;bournemouth, england, united kingdom;30.0
5891;north brunswick, new jersey, usa;40.0
5892;norfolk, virginia, usa;29.0
5899;ulm, baden-wuerttemberg, germany;25.0
5900;bellingham, washington, usa;19.0
5901;glasgow, scotland, united kingdom;41.0
5902;columbia, illinois, usa;49.0
5903;vienna, vienna, austria;25.0
5904;alexandria, virginia, usa;37.0
5905;mississauga, ontario, canada;57.0
5907;duck, north carolina, usa;45.0
5908;santa rosa, california, usa;9.0
5909;maple grove, minnesota, usa;40.0
5910;st. louis, missouri, usa;17.0
5912;lisboa, n/a, portugal;24.0
5913;pittsburgh, pennsylvania, usa;65.0
5916;vermont, victoria, australia;31.0
5918;muehlehorn, glarus, switzerland;50.0
5920;albany, oregon, usa;35.0
5922;bozeman, montana, usa;19.0
5924;houston, texas, usa;53.0
5926;kent, ohio, usa;25.0
5927;santa monica, california, usa;36.0
5930;braunschweig, niedersachsen, germany;44.0
5931;madrid, madrid, spain;37.0
5933;staten island, new york, usa;24.0
5934;sassuolo, emilia romagna, italy;30.0
5936;ankara, n/a, turkey;1.0
5937;joliette, quebec, canada;34.0
5938;poitiers, poitou, france;51.0
5939;pleasantville, new york, usa;48.0
5940;espinho, espinho, portugal;22.0
5943;vaucresson, paris, france;31.0
5945;leicester, n/a, united kingdom;42.0
5947;newcastle-u-lyme, staffordshire, united kingdom;45.0
5949;porto, porto, portugal;29.0
5950;barcelona, cataluña, spain;22.0
5951;barcelona, barcelona, spain;48.0
5952;ancona, marche, italy;20.0
5954;kent, washington, usa;35.0
5956;indianapolis, indiana, usa;27.0
5958;regina, saskatchewan, canada;37.0
5960;roanoke, virginia, usa;33.0
5961;cervello, barcelona, spain;28.0
5963;san diego, california, usa;38.0
5964;needham, massachusetts, usa;26.0
5965;south yarra, victoria, australia;31.0
5968;copenhagen k, n/a, denmark;38.0
5969;heuchelheim, hessen, germany;21.0
5970;vienna, vienna, austria;26.0
5971;lisboa, lisboa, portugal;34.0
5972;butler, new jersey, usa;47.0
5976;sydney, new south wales, australia;15.0
5980;grayslake, illinois, usa;45.0
5983;monterrey, nuevo leon, mexico;22.0
5984;mt. airy, maryland, usa;42.0
5985;great mills, maryland, usa;49.0
5988;grand prairie, texas, usa;49.0
5990;boise, idaho, usa;43.0
5992;wien, austria, austria;22.0
5995;rutland, vermont, usa;50.0
5996;sacramento, california, usa;38.0
5997;new york, new york, usa;55.0
5998;seattle, washington, usa;32.0
6000;turku, southwest finland, finland;42.0
6001;marlow, england, united kingdom;34.0
6002;sydney, new south wales, australia;36.0
6003;la mesa, california, usa;15.0
6004;como, lombardia, italy;37.0
6005;chapel hill, north carolina, usa;20.0
6006;austin, texas, usa;31.0
6008;curepe, n/a, trinidad and tobago;19.0
6009;roswell, georgia, usa;37.0
6011;sterling heights, michigan, usa;15.0
6014;arklow, n/a, ireland;36.0
6017;flintshire, wales, united kingdom;15.0
6018;chapel hill, north carolina, usa;38.0
6019;forster, new south wales, australia;12.0
6022;baton rouge, louisiana, usa;18.0
6023;silverdale, washington, usa;25.0
6024;wilmington, north carolina, usa;34.0
6027;prairieville, louisiana, usa;18.0
6028;chatsworth, california, usa;17.0
6030;melbourne, victoria, australia;25.0
6031;cary, north carolina, usa;35.0
6032;state college, pennsylvania, usa;41.0
6033;sydney, new south wales, australia;17.0
6034;kanata, ontario, canada;38.0
6036;brantford, ontario, canada;27.0
6039;burlington, vermont, usa;20.0
6040;huntersville, north carolina, usa;35.0
6042;swift current, saskatchewan, canada;15.0
6043;downingtown, pennsylvania, usa;31.0
6044;gulfport, mississippi, usa;25.0
6046;arroyo grande, california, usa;20.0
6048;damascus, maryland, usa;31.0
6049;london, england, united kingdom;22.0
6051;austin, texas, usa;33.0
6052;hamburg, hamburg, germany;44.0
6054;hubley, nova scotia, canada;31.0
6055;woodhaven, new york, usa;14.0
6056;chatham, new jersey, usa;28.0
6057;nashville, tennessee, usa;29.0
6059;malaga, malaga, spain;36.0
6063;keston, kent, united kingdom;42.0
6064;barcelona, barcelona, spain;22.0
6066;townsville, queensland, australia;35.0
6067;cary, north carolina, usa;26.0
6068;vevey, vaud, switzerland;34.0
6070;near hanover, niedersachsen, germany;18.0
6072;ottawa, ontario, canada;22.0
6073;houston, texas, usa;28.0
6074;mt. juliet, tennessee, usa;30.0
6077;worcester, massachusetts, usa;23.0
6078;west valley city, utah, usa;23.0
6080;montreal, quebec, canada;21.0
6082;charlotte, north carolina, usa;39.0
6083;melbourne, victoria, australia;39.0
6084;santa clara, california, usa;54.0
6087;washington, dc, usa;27.0
6090;taiping, n/a, malaysia;22.0
6093;bangalore, kar, india;24.0
6095;elmore city, oklahoma, usa;19.0
6096;peoria heights, illinois, usa;26.0
6097;st. paul, minnesota, usa;56.0
6098;oakland, california, usa;30.0
6099;hannover, niedersachsen, germany;32.0
6101;redmond, washington, usa;33.0
6102;jamaica, , usa;28.0
6103;somerville, massachusetts, usa;24.0
6104;melb, n/a, australia;19.0
6105;wanora, queensland, australia;48.0
6106;bay point, california, usa;18.0
6107;haltern am see, nordrhein-westfalen, germany;32.0
6108;christchurch, n/a,;44.0
6110;glendale, california, usa;48.0
6111;diamond bar, california, usa;61.0
6112;st.petersburg, florida, usa;16.0
6114;watton at stone, england, united kingdom;40.0
6116;cremona, lombardia, italy;21.0
6117;surry hills, new south wales, australia;28.0
6118;birmingham, alabama, alabama, usa;67.0
6119;elrose, saskatchewan, canada;35.0
6120;elizabethtown, kentucky, usa;36.0
6123;st paul, minnesota, usa;32.0
6124;newark, delaware, usa;26.0
6126;landshut, bayern, germany;20.0
6127;nottingham, england, united kingdom;45.0
6129;charleston, south carolina, usa;30.0
6131;dos hermanas, sevilla, spain;45.0
6132;louisiana, missouri, usa;20.0
6133;longzhou, guangxi, china;29.0
6134;massapequa park, new york, usa;25.0
6136;mainz, rheinland-pfalz, germany;33.0
6138;white rock, british columbia, canada;23.0
6139;halifax, ,;24.0
6140;n/a, ontario, canada;26.0
6142;dublin, eire, ireland;40.0
6143;midlothian, virginia, usa;56.0
6144;loughborough, england, united kingdom;20.0
6145;columbus, ohio, usa;27.0
6146;brunswick, victoria, australia;29.0
6148;hamburg, hamburg, germany;32.0
6149;sunbury, ohio, usa;52.0
6150;edmond, oklahoma, usa;26.0
6151;camperdown, new south wales, australia;33.0
6154;tolland, connecticut, usa;45.0
6157;grapevine, texas, usa;36.0
6158;festus, missouri, usa;29.0
6160;brisbane, queensland, australia;14.0
6161;wonsocket, rhode island, usa;26.0
6162;ýzmir, n/a, turkey;25.0
6164;xiayi, henan provine, china;19.0
6165;lincoln park, michigan, usa;31.0
6167;dickinson, north dakota, usa;38.0
6171;edinburgh, scotland, united kingdom;18.0
6173;orleans, ontario, canada;16.0
6175;jumilla, murcia, spain;25.0
6177;muncie, indiana, usa;20.0
6179;brisbane, queensland, australia;23.0
6180;aachen, nordrhein-westfalen, germany;25.0
6182;alachua, florida, usa;37.0
6184;vienna, virginia, usa;13.0
6186;stirling, scotland, united kingdom;13.0
6187;greenville, new york, usa;31.0
6188;dartmouth, nova scotia,;16.0
6189;peterhead, scotland, united kingdom;46.0
6191;st louis, missouri, usa;61.0
6193;brooklyn, new york, usa;17.0
6194;leeds, england, united kingdom;20.0
6195;alexandria, virginia, usa;34.0
6197;antipolo, n/a, philippines;23.0
6198;lincoln, england, united kingdom;32.0
6199;san francisco, california, usa;27.0
6201;san jose, n/a, costa rica;24.0
6202;gaithersburg, maryland, usa;15.0
6205;dallas, georgia, usa;12.0
6206;tunbridge wells, alabama, united kingdom;49.0
6207;rennes, ille et vilaine, france;23.0
6208;sacramento, california, usa;29.0
6210;oxford, oxfordshire, united kingdom;20.0
6211;melbourne, victoria, australia;31.0
6212;springhill, florida, usa;14.0
6221;bathurst, new south wales, australia;19.0
6223;st. louis, missouri, usa;30.0
6224;kilbarchan, renfrewshire, scotland;35.0
6226;madison, alabama, usa;40.0
6228;bonnyville, alberta, canada;28.0
6229;navarre, florida, usa;38.0
6230;san diego, california, usa;34.0
6232;hayle, england, united kingdom;48.0
6234;moor row, cumbria, united kingdom;23.0
6235;warsaw, n/a, poland;22.0
6237;norwich, norfolk, united kingdom;37.0
6238;silsden, keighley, west yorkshire, united kingdom;38.0
6240;valley center, california, usa;56.0
6241;bowmanstown, pennsylvania, usa;31.0
6245;boston, massachusetts, usa;23.0
6246;beaumont, texas, usa;25.0
6247;memphis, tennessee, usa;26.0
6248;winnipeg, manitoba, canada;36.0
6251;wahiawa, hawaii, usa;32.0
6252;albury, new south wales, australia;32.0
6253;inverness, scotland, united kingdom;39.0
6255;istanbul, n/a, turkey;18.0
6256;mestre, veneto, italy;27.0
6258;watford, england, united kingdom;20.0
6259;newmarket, ontario, canada;19.0
6260;orpington, england, united kingdom;24.0
6261;intervale, new hampshire, usa;46.0
6263;hannover, , germany;19.0
6264;plantation, florida, usa;53.0
6265;polk city, florida, usa;69.0
6266;sevilla, andalucía, spain;20.0
6269;barcelona, barcelona, spain;24.0
6270;rosario, santa fe, argentina;24.0
6271;lansing, michigan, usa;53.0
6272;madrid, delaware, spain;18.0
6274;rome, lazio, italy;22.0
6275;sevilla, sevilla, spain;20.0
6277;milano, lombardia, italy;31.0
6279;dunblane, scotland, united kingdom;51.0
6280;a coruña, , spain;46.0
6281;pisa, toscana, italy;24.0
6283;oakland, california, usa;46.0
6284;beja, baixo-alentejo, portugal;40.0
6285;river john, nova scotia, canada;70.0
6292;edinburgh, scotland, united kingdom;27.0
6293;sabadell, barcelona, spain;23.0
6294;valladolid, castilla-leon, spain;30.0
6295;padova, veneto, italy;30.0
6296;bologna, emilia romagna, italy;24.0
6297;portland, oregon, usa;28.0
6298;thornhill, ontario, canada;52.0
6299;innsbruck, tirol, austria;25.0
6301;new river, arizona, usa;55.0
6302;sidney, british columbia, canada;69.0
6304;ankara, n/a, turkey;40.0
6305;albacete, n/a, spain;27.0
6306;charleston, west virginia, usa;60.0
6309;worcester park, surrey, united kingdom;46.0
6310;lisboa, lisboa, portugal;19.0
6311;almeria, almeria, spain;37.0
6312;raytown, missouri, usa;32.0
6313;mexico, n/a, mexico;35.0
6314;la grande, oregon, usa;20.0
6315;santiago, santiago, chile;27.0
6316;cáceres, extremadura, spain;22.0
6317;sevilla, andalucia, spain;26.0
6318;ann arbor, michigan, usa;24.0
6319;bologna, emilia romagna, italy;35.0
6320;sarajevo, alabama, bosnia and herzegovina;28.0
6321;köln, nordrhein-westfalen, germany;40.0
6323;wilmington, north carolina, usa;35.0
6324;reinbek, schleswig-holstein, germany;46.0
6325;valongo, n/a, portugal;23.0
6326;baxter, tennessee, usa;37.0
6328;london, england, united kingdom;20.0
6329;thunder bay, ontario, canada;16.0
6330;letchworth garden city, england,;37.0
6332;chagnon, n/a, france;27.0
6333;san jose, california, usa;45.0
6335;winter haven, florida, usa;33.0
6336;almonte, ontario, canada;41.0
6337;melbourne, victoria, australia;52.0
6338;rochester, new york, usa;18.0
6339;christchurch, n/a, new zealand;16.0
6340;arlington, texas, usa;19.0
6341;streator, illinois, usa;51.0
6344;antipolo, rizal, philippines;21.0
6345;lake geneva, wisconsin, usa;29.0
6346;vienna, vienna, austria;18.0
6347;quispamsis, new brunswick, canada;19.0
6349;pinson, alabama, usa;66.0
6350;fremont, california, usa;38.0
6351;nador, nador, morocco;23.0
6353;waipahu, hawaii, usa;32.0
6355;boulogne sur mer, england, france;33.0
6356;nürtingen, baden-wuerttemberg, germany;29.0
6359;madrid, madrid, spain;21.0
6360;ourense, galicia, spain;21.0
6361;madrid, madrid, spain;24.0
6362;puracic - lukavac, n/a, bosnia and herzegovina;0.0
6364;middletown, ohio, usa;32.0
6366;madrid, madrid, spain;20.0
6368;spartanburg, south carolina, usa;26.0
